movie,posted_by,text,date_posted,review_type
"Red, White & Royal Blue",Yare S,"Fue muy fiel al libro, quitaron a varios personajes, pero lo escencial lo pusieron en la película, ame los pequeños detalles, muchas escenas fueron exactamente como en mi cabeza cuando leí el libro, todo quedó tan exacto!!! Taylor definitivamente es Alex, interpretó muy bien su papel, pero donde me dejaron a Rafael Luna? Y a June? 😭","Aug 11, 2023",audience_review
Heart of Stone,Stephen Silver,"Gadot and Dornan are appealing, but this film steals most of its aesthetic and thematic ideas from the Bourne films, which have since been passed by.","Aug 11, 2023",critic_review
Heart of Stone,Manuel São Bento,"Heart of Stone becomes overly dependent on increasingly generic, formulaic storytelling, action, and character-building methods, ending up completely devoid of emotion or impactful resolutions.","Aug 11, 2023",critic_review
Heart of Stone,Elliott Collins,"While it does get better as it goes along and offers some solid performances from our main leads and some occasional fun action sequences. This, unfortunately is yet another run of the mill forgettable Netflix action film, you've seen 1000 times.","Aug 11, 2023",critic_review
Heart of Stone,Julian Lytle,Pretty surprisingly fun spy action movie that's really rewatchable.,"Aug 11, 2023",critic_review
Heart of Stone,Jonathan W. Hickman,"Director Tom Harper (see 2019’s “The Aeronauts”) does a good job staging loads of gunplay, car chases, a James Bond-like parachuting sequence, and all manner of hand-to-hand combat.","Aug 11, 2023",critic_review
Heart of Stone,Liz Shannon Miller,"This is one of the stronger recent Netflix original films to date, at least from the subgenre one might entitle Action Dramas Featuring an A-List Star That Won’t Be Getting an Oscar Push.","Aug 11, 2023",critic_review
Heart of Stone,Sean Collier,"Heart of Stone is not simply a movie devoid of ideas, it’s a story in active opposition to them.","Aug 11, 2023",critic_review
Heart of Stone,Leo Brady,This Gadot vehicle has neither a single set piece nor performance to make it worth your time.,"Aug 11, 2023",critic_review
Heart of Stone,Martin Carr,Heart of Stone is a generic action movie held together by Gal Gadot. That comes together thanks to some inventive set pieces and a committed ensemble cast.,"Aug 11, 2023",critic_review
Heart of Stone,Anupama Chopra,"The film’s vast potential is sabotaged by generic writing. Despite the considerable charisma of Alia and Gal, Heart of Stone remains strictly average.","Aug 11, 2023",critic_review
Heart of Stone,Siddhant Adlakha,One of the most banal action movies from a Hollywood studio this year.,"Aug 11, 2023",critic_review
Heart of Stone,Marya E. Gates,"An overly calibrated hodge-podge of better movies with absolutely no original thought of its own, populated by stock characters, and brought to life with uninspired filmmaking.","Aug 11, 2023",critic_review
Heart of Stone,Roger Moore,"Dumb, but watchable.","Aug 11, 2023",critic_review
Heart of Stone,Mark Dujsik,"It's the routine of it all that underwhelms in Heart of Stone, a pretty typical espionage thriller with a few moments and ideas that suggest at least some level of creativity...","Aug 11, 2023",critic_review
Heart of Stone,Alex Maidy,Heart of Stone is a decent introduction to a potential franchise thanks to a charismatic leading turn from Gal Gadot and some solid action sequences.,"Aug 11, 2023",critic_review
Heart of Stone,Rachel LaBonte,"Netflix's Heart of Stone attempts to put its own spin on a familiar action flick and break through that mold, but its results are mixed.","Aug 11, 2023",critic_review
Heart of Stone,Lauren LaMagna,"Even though “Heart of Stone” follows the basic formula, which can result in a passable spy movie, there is simply too much going on.","Aug 11, 2023",critic_review
Heart of Stone,Richard Lawson,"The movie is fun, which could be all we need right now. Let’s do it again next summer.","Aug 11, 2023",critic_review
Heart of Stone,Pete Hammond,No question Gadot’s presence will mean something here. She brings a level of humanity that lifts the material.,"Aug 11, 2023",critic_review
Heart of Stone,Clarisse Loughrey,"Heart of Stone is an ideological mess. AI is great until it’s not, and then it’s fine because Gal Gadot can just kick someone in the face. It’s conflicted without embracing that conflict, resulting in a film that’s really about nothing at all.","Aug 11, 2023",critic_review
This Stolen Country of Mine,Wendy Ide,"What it at times loses in clarity is made up for in impactful, on-the-ground urgency.","Mar 30, 2022",critic_review
Marry My Dead Body,John Serba,"All the components for a nutty romp are present, but director Chang Wei-hao never seems interested in whittling the material down to something resembling coherence and consistency...","Aug 10, 2023",critic_review
Marry My Dead Body,Pramit Chatterjee,"Marry My Dead Body’s sense of tone is perfect (...) The performances from the cast are great. Wei-Hao Cheng’s film looks and sounds incredible. In addition to all that, the movie is a major win for gay representation.","Aug 10, 2023",critic_review
Marry My Dead Body,Romey Norton,"While the film offers up a few moments that deal with serious subjects, such as death, grief, and homophobia, it’s largely designed to be pure escapism, but with a lack of jokes and comedic moments, overall, the film felt long and disjointed.","Aug 10, 2023",critic_review
Marry My Dead Body,John Berra,This sporadically inspired spin on bromance conventions gets its message of acceptance across in agreeably light-hearted fashion.,"Aug 4, 2023",critic_review
Marry My Dead Body,Minh T,"What a great movie for a weekend night! I love the message, love the acting, love the colors,.. It has a flow that was good enough to keep the emotions high, the comedy element blends perfectly with others that keep the experience to be deep enough. I had a blast with this movie, it's pretty amazing!","Aug 11, 2023",audience_review
Marry My Dead Body,Darlene D,"Funny, touching, unique, Makes you think, great ending! ❤❤❤❤❤","Aug 10, 2023",audience_review
Love in Taipei,John Serba,"Love in Taipei will make audiences under 15 cringe. It’ll also make those 20 – no, make that 18 – and older cringe. It has limited appeal, is what I’m saying.","Aug 10, 2023",critic_review
Love in Taipei,Jerrica Tisdale,"Love in Taipei has cuteness in abundance but lacks the charm factor. You enjoy watching these characters and this story unfold, but you don’t completely invest in either love story.","Aug 10, 2023",critic_review
Love in Taipei,Jourdain Searles,A charming but ultimately formulaic exploration of cultural identity.,"Aug 10, 2023",critic_review
Love in Taipei,Kristen Maldonado,This adaptation takes the bare minimum from its source material leading to a very boring story that goes nowhere. What we get is a lackluster coming-of-age story about realizing its okay to not have everything figured out that just feels unearned.,"Aug 10, 2023",critic_review
Love in Taipei,Siddhant Adlakha,"It’s hardly the kind of story that could support an entire series... However, as a self-contained outing, it provides enough moments of levity to feel warm and satisfying within familiar rom-com confines, against a backdrop Hollywood has seldom seen.","Aug 10, 2023",critic_review
Love in Taipei,Hannah Bae,"With its picture-perfect Taipei citiscapes, appealing cast and soothing, smoothed-over storyline, “Love in Taipei” makes for a stress-free comfort watch.","Aug 10, 2023",critic_review
Love in Taipei,M.N. Miller,"There’s something honest, joyful, and refreshing about Arvin Chen’s Taiwanese-infused comedy Love in Taipei. Some of that comes from a script virtually free of genre cliche antagonism.","Aug 9, 2023",critic_review
Love in Taipei,Courtney Howard,"While “Love in Taipei” promises transportive and transformative escapades with its adaptation of Abigail Hing Wen’s novel, the story’s core strengths are undervalued in the translation from book to screen.","Aug 8, 2023",critic_review
Love in Taipei,Brian Orndorf,"Liao, Butler, and Hiraga try to make feelings as real as possible, keeping the endeavor palatable and periodically authentic, but never remarkable.","Aug 8, 2023",critic_review
Love in Taipei,Natasha Alvar,"On paper, Love in Taipei has everything going for it. The execution of these ingredients, however, feels fairly underwhelming.","Aug 7, 2023",critic_review
Love in Taipei,Kathleen N,"I am completely obsessed with the book (have read multiple times and it still makes me cry as a 35 year old woman all up in her feels lol). But I'll preface this by saying I wanted to base my review on the movie as a separate entity as it felt more of an ""inspired by"" type film vs following the book for the majority of its duration. The colorful detailed shots of Taipei beautifully showcased the city and had me salivating with all the impeccable food shots. A fun soundtrack added great energy to a mellow, yet poignant comedy. Even though I felt some of the deeper book moments weren't completely translated onscreen, I still genuinely enjoyed watching it. Even found myself wishing I had a movie like this growing up, reminiscing back to those transformative years of early adulthood. Representation matters and the relatability of the various characters still resonated through. I think if you go into it with less of an expectation that it'll stick to the book it'll be a more enjoyable experience! Definitely a fun, easy film to leave on and rewatch!","Aug 11, 2023",audience_review
Love in Taipei,Aimee L,"I've read the books, so you can imagine my excitement when I found out it was going to be a movie! I loved everything about it!!! The cast was perfect, just as I imagined them to be. The scenery is gorgeous. And the music!! I need the soundtrack now! I was *a little* disappointed in who Ever ended up with.. but hopefully there will be more movies so that can change lol :) I'm so proud to be an Asian American and to see more of us represented on screen!!! That is so important. Also a great message of following your path. Highly reccomend!! I already want to re watch it!","Aug 11, 2023",audience_review
Love in Taipei,Melodie L,The movie reminded of the stories my friends told of their summer at Loveboat in Taiwan! I loved the music and the all Asian cast! Now I'm craving some dumplings!,"Aug 11, 2023",audience_review
Love in Taipei,Max W,Fun family movie with full Asian representation for the young adult audience.,"Aug 11, 2023",audience_review
Love in Taipei,chelsea h,"I absolutely love the book Loveboat, Taipei and have read it multiple times, so I was super disappointed with the film. The plot seemed quite basic and rushed and didn't follow the book plot at all. I didn't find myself invested in the film at any point. I had high hopes for this movie because of how much I loved the book, and I might have enjoyed this movie more had I not read the novel. Overall, I was not a fan.","Aug 11, 2023",audience_review
Love in Taipei,A W,Such a fun movie that tells such a surprising stories of coming of age as a Taiwanese/Chinese- American teenager. The first half was so funny I was falling out of my chair. And the second half was so touching. Everyone needs to see this movie!,"Aug 11, 2023",audience_review
Love in Taipei,Miriam R,Pretty Traditional Love Triangle,"Aug 10, 2023",audience_review
Love in Taipei,Mel B,"It's nothing like the beautiful book. Honestly, it is all about this love triangle when it should be focused on the struggles of an Asian-American discovering her roots. And who is this Sophie Haha? Certainly not the same from the book. The only good part is the actress who plays Ever- she delivers a good performance amidst this mediocre film.","Aug 10, 2023",audience_review
Love in Taipei,Kat B,"lighthearted and fun flick! The characters are compelling, and Taipei looks gorgeous. It's a sweet teen romantic comedy in all the right ways.","Aug 10, 2023",audience_review
Kali Karate: The 2nd Beginning,,رائع جداً جداً ممتاز,"Aug 11, 2023",audience_review
Kali Karate: The 2nd Beginning,Eli S,This movie had me rolling in the aisles.,"Aug 9, 2023",audience_review
Kali Karate: The 2nd Beginning,Paul M,"WOW! Talk about shock value! Sensai Houston needs to be Jake Paul's next opponent. Also, Beach Komati Season 2 needs to happen!","Aug 9, 2023",audience_review
Kali Karate: The 2nd Beginning,COFFEE with T,"Very funny. They don't make movies like this anymore and it's a shame. If you like mocku style comedies , this is worth the watch. I hate and love Sensai","Aug 8, 2023",audience_review
Destination NBA: A G League Odyssey,Scott Hines,"Destination NBA: A G League Odyssey is a sharp, well-produced package of that drama that’s worth your time.","Aug 8, 2023",critic_review
Summoning The Spirit,James Verniere,Every day is a good for a Sasquatch movie. But not all Sasquatch movies measure up.,"Aug 11, 2023",critic_review
Summoning The Spirit,Josh Bell,Fails as both existential folk horror and campy cryptid romp.,"Aug 8, 2023",critic_review
Summoning The Spirit,Nathaniel Muir,"There is some clunky dialogue that is distracting. Summoning the Spirit also lays the tragedy on thick in an effort to make the two leads empathetic. The creative take on the Sasquatch myth makes it worth checking out, however.","Aug 7, 2023",critic_review
Summoning The Spirit,Simon Foster,"Does what it needs to as a creature feature to satiate monster-movie fans, yet also finds an emotional resonance likely to take many viewers here for genre thrills by surprise.","Mar 7, 2023",critic_review
Summoning The Spirit,,فلم رائع ممتاز جدا جدا,"Aug 10, 2023",audience_review
Wolfkin,Josh Bell,"An engrossing, often haunting movie that breathes new life into a common horror subgenre.","Aug 8, 2023",critic_review
Wolfkin,Kyle Logan,Spotlighting the subject’s mother brings a fresh perspective to this coming-of-age monster film.,"Aug 8, 2023",critic_review
Wolfkin,Kat Hughes,"The perfect viewing partner for Good Manners, Wolfkin has an abundance of atmosphere and parental trauma. A haunting and melancholy film Wolfkin is set to enthral all that lay eyes upon it.","Apr 6, 2023",critic_review
Wolfkin,Anton Bitel,Jacques Molitor’s creature feature tracks the iniquities in Luxembourg’s hierarchies of class and gender,"Apr 5, 2023",critic_review
The Seven Deadly Sins: Grudge of Edinburgh Part 2,Brittany Vincent,"It’s well-crafted, looks great, and it’s action-packed.","Aug 9, 2023",critic_review
The Seven Deadly Sins: Grudge of Edinburgh Part 2,Amanda Guarragi,"If you enjoyed Part One of The Seven Deadly Sins: Grudge of Edinburgh, then Part Two will leave you satisfied.","Aug 9, 2023",critic_review
The Seven Deadly Sins: Grudge of Edinburgh Part 2,Mykka H,"The last movie rolled over to a more fast paced action, it just felt like an episode but movie length.","Aug 11, 2023",audience_review
The Seven Deadly Sins: Grudge of Edinburgh Part 2,Ton L,I liked so much in my opinion have moments it have the best nanatsu no taizai animation of all time but it´s not perfect,"Aug 11, 2023",audience_review
The Seven Deadly Sins: Grudge of Edinburgh Part 2,Waedhazeh A,فيلم رائع جدا...انصح بالمشاهد,"Aug 10, 2023",audience_review
Wolf Hollow,Chris J,Another extremely generic horror flick with incredibly bad acting and a bad script. Total waste of time.,"Aug 10, 2023",audience_review
Wolf Hollow,Randy B,Very entertaining and Hilarious at times!,"Aug 9, 2023",audience_review
Wolf Hollow,,idk what to say about this movie,"Aug 8, 2023",audience_review
Spider-Man: Across the Spider-Verse,Rick Bentley,Spider-Man: Across the Spider-Verse is a masterful example of taking a well-known genre and making so many modifications that just watching it can be mind blowing.,"Aug 9, 2023",critic_review
Spider-Man: Across the Spider-Verse,John Serba,"Its visual design is preceded by nothing save for the first Spider-Verse, and Lord and Miller oversee further progression by crafting distinctive aesthetics for each of the half-dozen or so universes within this narrative.","Aug 8, 2023",critic_review
Spider-Man: Across the Spider-Verse,Brad Gullickson,"Spider–Man: Across the Spider–Verse is gloriously additive, and the result is the best comic book movie ever made.","Aug 8, 2023",critic_review
Spider-Man: Across the Spider-Verse,Lucas Moore,"Across the Spider-Verse is the emotionally driven Spiderman movie people have been waiting for. There is no death gimmick used here to driven the emotion, instead it's driven by a great story that leans on a parents love and understanding.","Aug 2, 2023",critic_review
Spider-Man: Across the Spider-Verse,Edward Porter,"Although the animation is still terrific, casual admirers of the first film might want to bow out because there are fewer jokes and a solemn devotion to Spider-Man lore.","Aug 2, 2023",critic_review
Spider-Man: Across the Spider-Verse,Eve Tushnet,"Thrillingly inventive visuals, an absolute can’t-miss movie in spite of having not much to say and insisting on saying it anyway.","Jul 31, 2023",critic_review
Spider-Man: Across the Spider-Verse,Manuel São Bento,"Spider-Man: Across the Spider-Verse is the epitome of incredibly detailed, gorgeously unique, undeniably epic animation within its medium.","Jul 25, 2023",critic_review
Spider-Man: Across the Spider-Verse,Matthew Creith,"While the abundance of animation and plethora of characters surrounding Miles might seem daunting for a comic book movie about a teenage Spider hero, the good outweighs the bad in ""Across the Spider-Verse."" The runtime goes by in a flash.","Jul 25, 2023",critic_review
Spider-Man: Across the Spider-Verse,Courtney Lanning,"The music, the animation, the characters, and the story all come together to create the greatest Spider-Man movie.","Jul 25, 2023",critic_review
Spider-Man: Across the Spider-Verse,Whelan Barzey,"Unapologetically heavy-handed with its stylistic approach, Across the Spider-Verse is a beautifully crafted love letter to every era of Spider-Man’s meaningful history.","Jul 25, 2023",critic_review
Spider-Man: Across the Spider-Verse,Tina Kakadelis,A cosmic shift happened in 2018 when Into the Spider-Verse premiered in terms of its animation style and colors. Across the Spider-Verse proves that it was not a one-hit wonder.,"Jul 24, 2023",critic_review
Spider-Man: Across the Spider-Verse,Prabhjot Bains,"Across the Spider-Verse relentlessly refuses to be constrained by the borders of its canvas, with its incredible imagery and absorbing ideas utilizing the medium to its full advantage.","Jul 23, 2023",critic_review
Spider-Man: Across the Spider-Verse,Elliott Collins,"Across The Spider verse takes it to another LEVEL! The animation/art styles are spectacular, the character dynamics and relationships are complex and layered. It’s a nonstop multiversal adventure that puts its story first above all.","Jul 23, 2023",critic_review
Spider-Man: Across the Spider-Verse,Sarah Ward,All the money in the world can't make people in tights standing against green screens as visually spectacular and emotionally expressive as the Spider-Verse films.,"Jul 22, 2023",critic_review
Spider-Man: Across the Spider-Verse,David Griffiths,Spider-Man: Across The Spider-Verse is not only one of the best films of 2023 it is one of the greatest animated films of all time. The look and feel of this franchise is so uniquely original that it sets itself apart from anything else in the genre.,"Jul 22, 2023",critic_review
Spider-Man: Across the Spider-Verse,Michael Cook,"This is a fantastic movie. Visually very impressive, has a good heart of a story and good character development.","Jul 21, 2023",critic_review
Spider-Man: Across the Spider-Verse,Hector A. Gonzalez,"The top-tier (and awards-worthy) animation is drowned by the surplus of characters, jokes, and new sights forcefully crammed in every frame.","Jul 21, 2023",critic_review
Spider-Man: Across the Spider-Verse,Adam Nayman,"It’s smart stuff, leaps and bounds beyond Marvel’s snarky hegemony...","Jul 21, 2023",critic_review
Spider-Man: Across the Spider-Verse,Lauren Veneziani,Spider-Man: Across the Spider-Verse features gorgeous animation and non-stop thrills with a killer ending that makes me excited for the next film!,"Jul 20, 2023",critic_review
Spider-Man: Across the Spider-Verse,Zach Pope,"Spiderverse 2 is not just the BEST Spider-Man film of all time, it’s not just the BEST COMIC BOOK FILM of all time, it’s not just the greatest sequel ever made, it’s bar none one of the best films I’ve ever watched. More than a masterpiece.","Jul 20, 2023",critic_review
Spider-Man: Across the Spider-Verse,Charlie V,Great graphics but confusing storyline and characters. enough with the multi-verse stuff Marvel & DC. Come up with creative stories or just stick to the actual comic storylines.,"Aug 7, 2023",audience_review
Spider-Man: Across the Spider-Verse,Manalo,The movie was fun and exciting the whole time. Very excited for whats next!,"Aug 6, 2023",audience_review
Spider-Man: Across the Spider-Verse,Bryant R,Everything about the movie met my every expectation. A must see. Can't wait to see part 2.,"Aug 6, 2023",audience_review
Spider-Man: Across the Spider-Verse,Jackie W,One of the best movies!!,"Aug 5, 2023",audience_review
Spider-Man: Across the Spider-Verse,Rj,great. just gotta wait for a couple years for beyond the spider-verse,"Aug 5, 2023",audience_review
Spider-Man: Across the Spider-Verse,Meagan,"an Astonishingly, Ultimate, Sensational, Fantastic, Amazing and truly Spectacular Spidey experience! TA truly Superior experience.","Aug 4, 2023",audience_review
Spider-Man: Across the Spider-Verse,jesuel,I’m the first part was all crazy then it starred to get better,"Aug 2, 2023",audience_review
Spider-Man: Across the Spider-Verse,TeeJay,This directir definitely deserves another Oscar for this creation. A sequel that is just as outstanding as its original.,"Aug 1, 2023",audience_review
Spider-Man: Across the Spider-Verse,Ronnie M,twas beautiful too beautiful,"Aug 1, 2023",audience_review
Spider-Man: Across the Spider-Verse,John P,"It wasn't as good as the first one, and came across as a little too preachy. The story could have been written a lot better.","Jul 30, 2023",audience_review
Spider-Man: Across the Spider-Verse,Lawson,"Just an incredible movie all around. The voice acting, animation, script, it’s all amazing.","Jul 29, 2023",audience_review
Spider-Man: Across the Spider-Verse,Isa,"LIFE CHANGING, STUNNING, SPECTACULAR, LEFT ME SPEECHLESS, MOUTH OPEN, JAW ON THE FLOOR, I LITERALLY IMPLODED AT THE END OF THE MOVIE","Jul 28, 2023",audience_review
Spider-Man: Across the Spider-Verse,Cade L,Transcendent. Uber-talented animators display their skills throughout even better visuals than the first one. An absolutely brutal cliff-hanger. Tie-ins to the live action Venom-verse and the MCU. An absolutely fantastic sequel. Need the next rn. GO SEE IT ON A BIG SCREEN!!!!!,"Jul 28, 2023",audience_review
Spider-Man: Across the Spider-Verse,Thomas,Sony animation is phenomenal and the story and art of this film are truly top notch.,"Jul 27, 2023",audience_review
Spider-Man: Across the Spider-Verse,kang,just go see it you will find out the greatness,"Jul 27, 2023",audience_review
Spider-Man: Across the Spider-Verse,DJ,"Three words: EPIC. FREAKIN. MOVIE. Overall, this movie gets an 11/10 from me. Recommended without reservation. Stop waiting around and go see this movie while its still in theaters.","Jul 26, 2023",audience_review
Spider-Man: Across the Spider-Verse,Josh,Movie audio went out for a while. Not fun,"Jul 26, 2023",audience_review
Spider-Man: Across the Spider-Verse,Owen,"Beautiful, thematic, heart wrenching","Jul 26, 2023",audience_review
Spider-Man: Across the Spider-Verse,AshlynH,"I absolutely loved it! It had a great twist to it and perfect storyline. Of course the cliffhanger shocked me and now it sucks we have to wait anxiously for the part 2 to come out.. But I absolutely LOVED IT!! I think it was even better than the 1st one. Love it, I would recommend it to anyone! And I will definitely purchase it when possible! 💕","Jul 25, 2023",audience_review
Spider-Man: Across the Spider-Verse,Wa Mulls,It was like watching a live comic book! Great job...,"Jul 25, 2023",audience_review
